Judul,Harga,Lokasi,Kota,Provinsi,Tipe Properti,Kamar Tidur,Kamar Mandi,Luas Total,Lantai,Tahun Dibangun,Sertifikat,Nama Agen,Tanggal Posting,Link
Apartemen Jogja Amarta,"Rp 1,20M","area pertokoan, Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta",Sleman,Daerah Istimewa Yogyakarta,Apartemen,1 kamar tidur,1 kamar mandi,45 m²,17,,Strata,deddy wicaksono,13 Okt 2025,https://www.lamudi.co.id/jual/yogyakarta/sleman/apartemen-jogja-amarta-173735164083/
"Apartment Setiabudi Skygarden, 3 Bedroom, Fully Furnished, Pool View","Rp 5,30M","RW 05, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,136 m²,30,2016,SHM,"Abdul Fatah, SE",30 Mar 2026,https://www.lamudi.co.id/properti/41032-73-ab94a9f17e06-c8f0-19d3dea-ae03-7322
Dijual Bumimas Apartemen 3BR,"Rp 1,70M","RW 02, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,168 m²,,,,Marketing Project,28 Feb 2024,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-bumimas-apartemen-3br-bisa-sewa-174962877046/
dian regency jual 2BR apartment murah furnished terawat siap huni,Rp 250Jt,"RW 02, Keputih, Sukolilo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2 Kamar Tidur,1 kamar mandi,49 m²,23,,SHM,Teni Property,9 Jun 2026,https://www.lamudi.co.id/properti/41032-73-2f34292a1e9e-1986-19eabb6-8dea-74ca
Patraland Amarta Apartemen Jogja 1 BR,"Rp 1,10M","area pertokoan, Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta",Sleman,Daerah Istimewa Yogyakarta,Apartemen,1 kamar tidur,1 kamar mandi,45 m²,17,,,deddy wicaksono,27 Mar 2026,https://www.lamudi.co.id/jual/yogyakarta/sleman/patraland-amarta-apartemen-jogja-1-br-173763361033/
Patraland Amarta Apartemen Jogja Bagus,Rp 700Jt,"Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta",Sleman,Daerah Istimewa Yogyakarta,Apartemen,1 kamar tidur,1 kamar mandi,29 m²,7,,,deddy wicaksono,28 Mar 2026,https://www.lamudi.co.id/jual/yogyakarta/sleman/patraland-amarta-apartemen-jogja-bagus-174479085549/
Apartemen Terbaik Jogja,"Rp 1,20M","area pertokoan, Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta",Sleman,Daerah Istimewa Yogyakarta,Apartemen,1 kamar tidur,1 kamar mandi,45 m²,9,,Strata,deddy wicaksono,13 Okt 2025,https://www.lamudi.co.id/jual/yogyakarta/sleman/apartemen-terbaik-jogja-173588225055/
Patraland Amarta Apartemen 2BR Jogja,"Rp 1,70M","area pertokoan, Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta",Sleman,Daerah Istimewa Yogyakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,62 m²,18,,Strata,deddy wicaksono,7 Apr 2026,https://www.lamudi.co.id/jual/yogyakarta/sleman/patraland-amarta-apartemen-2br-jogja-173613339662/
Di Jual Apartemen 1BR Brooklyn Alam Sutera,Rp 1M,"Alam Sutera, Serpong Utara, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1 kamar tidur,1 kamar mandi,45 m²,15,,,Exis Prime Realty,20 Feb 2026,https://www.lamudi.co.id/properti/41032-73-e7329a68f843-ece-19c7a6c-aaf1-7655
For SALE SQ Res Apartment - Fully Furnished - 1BR - BRAND NEW,"Rp 2,80M","RW 04, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,45 m²,7,,,Marsisca W Pertiwi,30 Apr 2026,https://www.lamudi.co.id/properti/41032-73-7a2cae2fe8b5-eec7-19ddca0-86c6-76a8
Patraland Amarta Apartemen Jogja Studio,Rp 725Jt,"area pertokoan, Sariharjo, Ngaglik, Sleman, Daerah Istimewa Yogyakarta",Sleman,Daerah Istimewa Yogyakarta,Apartemen,1 kamar tidur,1 kamar mandi,29 m²,6,,Strata,deddy wicaksono,7 Apr 2026,https://www.lamudi.co.id/jual/yogyakarta/sleman/patraland-amarta-apartemen-jogja-studio-173752395866/
JUAL APARTEMEN GREEN PRAMUKA JAKARTA TYPE STUDIO DENGAN INTERIOR LENGKAP,Rp 320Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,,,,,,,SEWA DAN JUAL APARTEMEN GREEN PRAMUKA BY SR,"1 minggu, 2 hari yang lalu",https://www.lamudi.co.id/properti/41032-73-678f217576f5-2611-19ef39d-8ed8-7f9c
Dijual Cepat Apartemen 1 BR Lokasi Strategis Di Grand Kamala Lagooan Bekasi,Rp 325Jt,"Grand Kamala Lagoon, Lagoon, Jakasampurna, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,35 m²,7,,SHM,Supriyono,23 Apr 2026,https://www.lamudi.co.id/properti/41032-73-5995d95e629a-a42-19db9a7-ba9a-7688
DIJUAL & DISEWAKAN CEPAT Apartemen CASA DE PARCO BSD Tower GARDENIA,Rp 28Jt/tahun,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,23 m²,18,,HGB,Andi Antoni - Bossland Property,1 Apr 2026,https://www.lamudi.co.id/properti/41032-73-b5a2ded506f8-fe56-19d478d-98c6-73e8
"JUAL Apartemen Siap Huni Gading Mediterania, 3BR Full Furnish, View Kolam Renang","Rp 1,20M","RW 18, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,86 m²,1,,SHM,Diana - Era Matrix,"6 hari, 7 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-636abc760ae9-5177-19f037f-b2ee-71e3
Apartemen Studio Strategis Dekat UI Depok – Siap Huni di Dave Apartment Kukusan,Rp 350Jt,"Kukusan, Beji, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,22 m²,5,2000,,Vidia Yusti - LJH Realty Buaran,"4 hari, 10 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-2f4085453e44-4629-19f0d25-c037-798e
"Dijual 1.250mil, Fully Furnished, 2 Bedroom 50m2, Taman Anggrek Residences","Rp 1,25M","RW 07, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,50 m²,,,SHM,Global Property,"1 hari, 15 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-9dc45afee2ba-412-19f1b83-9c14-72a6
Dijual Cepat Apartemen Semi Furnished Tipe Studio Puri Mansion Jakarta Barat,Rp 650Jt,"RW 02, Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,28 m²,18,,HGB,Andi Antoni - Bossland Property,1 Apr 2026,https://www.lamudi.co.id/properti/41032-73-ef49272b64a4-4f13-19d477d-9037-7377
Apartment Siap Huni - Cukup 5 juta bisa langsung Akad,"Rp 1,01M","RW 13, Semanan, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,51 m²,16,2023,,Stellar Property Serpong,30 Nov 2025,https://www.lamudi.co.id/properti/41032-73-d448d83e38a0-48b6-19ad5b1-abb5-7eab
"Dijual Cepat Apartemen Season City Tower A Lantai 21 Semi Furnish Grogol, Jakarta Barat",Rp 528Jt,"RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,42 m²,21,,,Putra Real Estate,"3 hari, 9 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-41d646e1c37f-f734-811c89b8-a8d5-4a52
Apartemen Fullfurnih Grand Sentraland Siap Huni di Karawang Barat,Rp 400Jt,"Purwadana, Karawang, Jawa Barat",Karawang,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,32 m²,1,,,Lydia-Gunadi,"6 hari, 5 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-eb920e2a3990-df8d-583958a-8a5b-4aab
Dijual Apartemen M-town 2BR Lantai 33,Rp 989Jt,"Summarecon Serpong, Curug Sangereng, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,38 m²,,,,Nandez - XMGS,18 Jan 2026,https://www.lamudi.co.id/properti/41032-73-5c552384888e-7d5b-19bcf32-842b-7dd4
Apartemen Puri Imperium,Rp 2M,"RW 01, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,106 m²,7,1998,,Sofia-Natalie Ray White CBD Jakarta,18 Mar 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-puri-imperium-174230557274/
Apartemen Kemang Village,"Rp 3,70M","RW 05, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,132 m²,18,,,Sofia-Natalie Ray White CBD Jakarta,17 Apr 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-kemang-village-17448783729/
Dijual Apartemen Transpark Juanda Baru Renov Furnish Lt 28 View Kota,Rp 530Jt,"Bulak Kapal, Margahayu, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,24 m²,28,2019,,Federico Tan.,8 Feb 2026,https://www.lamudi.co.id/properti/41032-73-595491eadfc2-4918-19c3d87-b8a0-77d8
APARTEMEN SIAP HUNI di MEDITERANIA PALACE - KEMAYORAN,Mencari,"RW 12, Kebon Kosong, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,33 m²,23,,,Ferry Wong,18 Okt 2025,https://www.lamudi.co.id/properti/41032-73-5f5f4ab81a1d-54d9-199f7c8-b8d1-7f93
Di Jual The Wave Coral Sand 2 Kamar Dekat LRT Rasuna Said Jakarta,"Rp 1,25M","RW 03, Pasar Manggis, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,61 m²,38,,,Zantedeschia Property,18 Agu 2024,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/di-jual-the-wave-coral-sand-2-kamar-dekat-lrt-rasu-172398862189/
Dijual Cepat !!!! Apartemen Vida View 2 KT harga 6oo Juta Nego,Rp 530Jt,"Bumi Tirta Nusantara III, Paccinang, Tello Baru, Panakkukang, Makassar, Sulawesi Selatan",Makassar,Sulawesi Selatan,Apartemen,2 Kamar Tidur,1 kamar mandi,34 m²,17,,,Duta Properti Makassar - nasrah,3 Agu 2025,https://www.lamudi.co.id/jual/sulawesi-selatan/makassar/dijual-cepat-apartemen-vida-view-2-kt-harga-6oo-ju-175420875316/
For SALE 2BR The Park Residence - Kelapa Gading Fully Furnished,"Rp 1,40M","RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,87 m²,20,,,Marsisca W Pertiwi,20 Apr 2026,https://www.lamudi.co.id/properti/41032-73-c89a5273f611-4e4-19daa2e-bea2-73c1
Apartemen Murah Meriah 850 Juta - Kesempatan Langka!,Rp 850Jt,"Bekasi International Industrial Estate, Sukaresmi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2 Kamar Tidur,1 kamar mandi,56 m²,1,,PPJB,Regatta Property,13 Mar 2026,https://www.lamudi.co.id/properti/41032-73-7cde3ee99e2b-b38a-19ce823-82ec-7213
"Apartemen Tamansari Siap Huni di Mahogany Karawang Barat, Nego",Rp 400Jt,"Purwadana, Karawang, Jawa Barat",Karawang,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,22 m²,1,,,Lydia-Gunadi,"6 hari, 5 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-1e73de4c055-3866-f0753374-83f3-4b97
amber park Singapore jual penthouse 6BR mewah dengan pemandangan laut,Rp 188M,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Kondominium,7 Kamar Tidur,5 Kamar Mandi,408 m²,20,2023,SHM,Teni Property,19 Apr 2026,https://www.lamudi.co.id/properti/41032-73-3edf7216a7cb-2eac-19da54c-aed3-7065
Apartemen Murah Meriah 450 Juta - Kesempatan Langka!,Rp 450Jt,"Bekasi International Industrial Estate, Sukaresmi, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,38 m²,1,,PPJB,Regatta Property,13 Mar 2026,https://www.lamudi.co.id/properti/41032-73-fa0015328080-85a-19ce4da-a1e7-7293
Dijual Apartemen Nyaman dan Siap Huni,Rp 2M,"Bojong Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,2 Kamar Tidur,2 Kamar Mandi,98 m²,,,,Dessy - Gading Pro PIK,3 Sep 2025,https://www.lamudi.co.id/jual/banten/tangerang/dijual-apartemen-nyaman-dan-siap-huni-175689894067/
Apartemen Batavia,Rp 950Jt,"RW 03, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,35 m²,20,,,Sofia-Natalie Ray White CBD Jakarta,7 Apr 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartemen-batavia-174401565193/
Apartemen Roseville BSD,"Rp 1,10M","Babakan, BSD City, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1 kamar tidur,13 Kamar Mandi,33 m²,8,,,Sofia-Natalie Ray White CBD Jakarta,20 Mar 2025,https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-roseville-bsd-174244169618/
Dijual Apartemen Mewah Accent Bintaro,Rp 7M,"RW 01, Bintaro, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,4 Kamar Mandi,228 m²,2,,,Sofia-Natalie Ray White CBD Jakarta,28 Mei 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-mewah-accent-bintaro-174845121315/
For SALE Regatta - Unfurnished - 2BR,"Rp 3,50M","Kawasan Industri dan Peti Kemas, Cilincing, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,130 m²,9,,,Marsisca W Pertiwi,18 Mar 2026,https://www.lamudi.co.id/properti/41032-73-6dc6137d7055-84c6-19cff28-86f2-75d5
Apartment Luxury Ada Private Lift di Tebet,Rp 2M,"RW 01, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4 Kamar Tidur,1 kamar mandi,75 m²,32,,Hak Pakai,Amelia - LJH Realty Buaran,"2 minggu, 4 hari yang lalu",https://www.lamudi.co.id/properti/41032-73-818495315e2c-f000-19ec5a9-9349-770e
For SALE Somerset Kencana Apartment - Fully Furnished - 1BR,"Rp 1,50M","RW 09, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,65 m²,9,,,Marsisca W Pertiwi,8 Apr 2026,https://www.lamudi.co.id/properti/41032-73-5a55aba1b8db-75bf-19d6b4c-a901-7784
Apartemen Slipi,"Rp 1,30M","RW 01, Slipi, Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,118 m²,23,,,Sofia-Natalie Ray White CBD Jakarta,18 Mar 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/apartemen-slipi-174229569888/
Permata Hijau Residence,"Rp 2,90M","RW 09, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,100 m²,,,,Sofia-Natalie Ray White CBD Jakarta,20 Mar 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/permata-hijau-residence-17424573794/
Dijual Cepat Apartemen TSM Borealis Tower B Cibubur,"Rp 1,90M","Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,3 Kamar Tidur,2 Kamar Mandi,71 m²,7,,PPJB,Sofia-Natalie Ray White CBD Jakarta,13 Apr 2026,https://www.lamudi.co.id/properti/41032-73-b1971a95658b-3003-19d878b-9eef-7618
FORSALE APARTMENT GUNAWANGSA MERR 2BR SIAP MASUK SURABAYA KOTA LA 442,Rp 350Jt,"RW 02, Penjaringan Sari, Rungkut, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2 Kamar Tidur,1 kamar mandi,41 m²,,,PPJB,Xavier Marks Tjandra Patos,"1 minggu, 9 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-18e86898999b-d2ca-19efdd0-9f7d-7456
Dijual Apartemen M-Town Residence Summarecon Serpong,Rp 850Jt,"Goldland Karawaci, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,3 Kamar Tidur,1 kamar mandi,54 m²,,,,Nandez - XMGS,21 Jan 2026,https://www.lamudi.co.id/properti/41032-73-1d4565332d20-2ca2-19bdee0-848a-7b7f
"U Residence 2, type 1 bedroom dan 1 ruang tamu full furnish, view golf dan termurah",Rp 1M,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,71 m²,39,,PPJB,Independent Agent - Wans Property,25 Mar 2026,https://www.lamudi.co.id/properti/41032-73-92acec2f8bb4-a93d-19d23fc-abea-7e91
"Dijual 2.6 milyar, Apartemen Central Park Residences, Fully Furnished 2 Bedroom","Rp 2,60M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,80 m²,,,SHM,Global Property,"3 minggu, 8 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-9136766ff919-3648-19eb5e7-9189-7295
"Best View, Taman Anggrek Residences, Semi Furnished 2 Bedroom, Middle Floor","Rp 2,50M","RW 04, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,2 Kamar Mandi,99 m²,,,SHM,Global Property,"3 minggu, 9 jam yang lalu",https://www.lamudi.co.id/properti/41032-73-2a2712f6cbcd-8ae-19eb5c2-b0a2-76c7
Apartemen murah full view,"Rp 2,40M","RW 02, Cipete Selatan, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3 Kamar Tidur,2 Kamar Mandi,80 m²,18,,SHM,Richie Pro,5 Mei 2026,https://www.lamudi.co.id/properti/41032-73-69f09e6f7ef5-93f5-19df603-b184-7767
For SALE Izzara Apartment - Unfurnished - 1BR,"Rp 1,50M","RW 02, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1 kamar tidur,1 kamar mandi,64 m²,9,,,Marsisca W Pertiwi,8 Apr 2026,https://www.lamudi.co.id/properti/41032-73-521ad6827821-5865-19d6b6d-a971-7448
Dijual Cepat Apartemen Ayodhya Type Studio,Rp 250Jt,"Kota Ayodhya, Kelapa Indah, Tangerang, Tangerang, Banten",Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,23 m²,16,2017,Strata,Heny - Era Fiesta Gading Serpong,28 Mei 2026,https://www.lamudi.co.id/properti/41032-73-2cbfd4a6aece-47e-19e6ef6-b409-77e9
"U Residence tower 2, studio 35m2, full furnish, dekat kampus UPH. murah banget",Rp 450Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,34 m²,31,,PPJB,Independent Agent - Wans Property,26 Mei 2026,https://www.lamudi.co.id/properti/41032-73-be5d80fb17c6-b9f2-19e63bb-98c6-7756
"Apartemen U Residence 2, type 2 bedroom, full furnish, murah banget dan siap huni",Rp 900Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2 Kamar Tidur,1 kamar mandi,65 m²,16,,PPJB,Independent Agent - Wans Property,31 Mar 2026,https://www.lamudi.co.id/properti/41032-73-50200e064f4b-a96c-19d41ef-9ade-71c7
Jual Apartemen di High Point,"Rp 1,20M","Perumahan Margorejo Indah, RW 08, Margorejo, Wonocolo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,3 Kamar Tidur,1 kamar mandi,75 m²,,,HGB,Anita -,12 Mei 2026,https://www.lamudi.co.id/properti/41032-73-9edcf5b4762a-3af8-19e1bb4-b982-7115
"Dijual Apartemen The Branz, BSD Nego Sampe Deal","Rp 1,30M","BSD Grand CBD, BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,48 m²,11,,PPJB,Heny - Era Fiesta Gading Serpong,2 Jun 2026,https://www.lamudi.co.id/properti/41032-73-948b47067694-eb4-19e877f-bf19-740b
DIJUAL APARTEMEN RAINBOW CONDOVILLA DI GADING SERPONG,"Rp 1,75M","Sukaasih, Tangerang, Tangerang, Banten",Tangerang,Banten,Apartemen,3 Kamar Tidur,2 Kamar Mandi,105 m²,5,,,Andi Antoni - Bossland Property,5 Agu 2025,https://www.lamudi.co.id/jual/banten/tangerang/dijual-apartemen-rainbow-condovilla-di-gading-serp-175438278288/
"U Residence tower 3, studio 35m2, full furnish, dekat kampus UPH dan siap huni",Rp 630Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1 kamar tidur,1 kamar mandi,35 m²,10,,PPJB,Independent Agent - Wans Property,25 Mar 2026,https://www.lamudi.co.id/properti/41032-73-48eebcaf6ae1-f310-19d23f2-b50d-72e0
Dijual Apartemen M-Town Signature 3BR Gading Serpong,Rp 2M,"Goldland Karawaci, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,3 Kamar Tidur,2 Kamar Mandi,79 m²,17,,PPJB,Heny - Era Fiesta Gading Serpong,18 Mei 2026,https://www.lamudi.co.id/properti/41032-73-4347141ea3fd-a4e8-19e3a9e-b9a4-7d7e
Dijual Apartemen Type Studio di Urbantown Serpong,Rp 315Jt,"Cadasmampar, Serpong, Serpong, Tangerang Selatan, Banten",Tangerang Selatan,Banten,Apartemen,1 kamar tidur,1 kamar mandi,29 m²,7,,,Desy Safitri Vie Property,11 Jul 2025,https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-apartemen-type-studio-di-urbantown-serpong-175222819363/
"U Residence 3, type 2 bedroom full furnish, ada balcony dan siap huni, dekat UPH","Rp 2,20M","Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2 Kamar Tidur,2 Kamar Mandi,110 m²,,,PPJB,Independent Agent - Wans Property,25 Mar 2026,https://www.lamudi.co.id/properti/41032-73-fdf1dbce6b1f-18c1-19d23f0-ab9b-7678
"Jual/Sewa Apartment Puncak Dharmahusada Tower A Lantai 37, view kota baguss",Rp 275Jt,"RW 08, Mulyorejo, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1 kamar tidur,1 kamar mandi,24 m²,,,,Brighton Tenggilis - Alam Go,"1 minggu, 6 hari yang lalu",https://www.lamudi.co.id/properti/41032-73-372732b483b3-cfef-19edbde-b1dd-7599
Dijual Cepat Unit Studio di Apartemen Terpopuler Gateway Park LRT City Jatibening Harga Nego Keras,Rp 307Jt,"Cikunir, Jatikramat, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1 kamar tidur,1 kamar mandi,20 m²,16,,PPJB,Diana - Era Matrix,15 Mei 2026,https://www.lamudi.co.id/properti/41032-73-ebcd7abed2df-d974-19e2b09-939b-76e7
Apartemen Sudirman Park,"Rp 1,50M","RW 09, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,52 m²,29,,,MR Realty,18 Jul 2025,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/apartemen-sudirman-park-175282328693/
"Dijual 1.3M, Fully Furnished 2 Bedroom 50m2, Taman Anggrek Residences","Rp 1,30M","RW 07, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,50 m²,,,SHM,Global Property,1 Mei 2026,https://www.lamudi.co.id/properti/41032-73-a174fa4317e8-1bb1-19de1c1-ace4-7631
Dijual Apartment Kempinski full furnish jakarta pusat,"Rp 3,50M","RW 05, Menteng, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2 Kamar Tidur,1 kamar mandi,127 m²,56,,Strata,Agung - PT. Balai Lelang Perdana,7 Jun 2026,https://www.lamudi.co.id/properti/41032-73-dfce98d85328-ceac-19ea320-b363-7b17
