Judul,Harga,Lokasi,Link
Apartemen Dijual di Bumi Serpong Damai,Rp 450Jt,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-cff024e9fd90-1976-19c43d6-89c3-7d8b
Apartemen Dijual di Kebon Melati,Rp 800Jt,"Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-dfd3d52de43f-fa35-19c282c-aeed-73b0
Apartemen Dijual di Bojong Nangka,Rp 380Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-bd39c6cd6d4a-267d-19c7596-a84f-77ea
Apartemen Dijual di Kelapa Gading,Rp 975Jt,"RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-694fca05da54-5e10-19daaaf-a83f-7802
Apartemen Dijual di Babakan Madang,Rp 380Jt,"Kadumanggu, Babakan Madang, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bogor/termurah-apartement-studio-lrt-sentul-studio-plus-175611321094/
Apartemen Dijual di Benoa,Rp 7M,"Benoa, Kuta Selatan, Badung, Bali",https://www.lamudi.co.id/properti/41032-73-87b197a8c96d-c5a-e32eb63b-83f0-4b16
Apartemen Dijual di Depok,Rp 500Jt,"Sukatani, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-f2a94cd76cc7-2be4-19c891c-8696-768b
Apartemen Dijual di Kosambi,Rp 500Jt,"Pantai Indah Kapuk 2, Salembaran, Kosambi, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-821e8b389986-e54e-19cc16b-b847-7b3a
Apartemen Dijual di Kelapa Gading,"Rp 2,65M","RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fb5554dc9e2-47b9-19d2ffc-a5d9-748f
Apartemen Dijual di Alam Sutera,Rp 800Jt,"Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-e8a1fc40cb49-8106-19c2bfa-bf70-7f54
Apartemen Dijual di Cidadap,Rp 550Jt,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-bb2a3fdb057a-81a8-19c89eb-a02d-7c27
Apartemen Dijual di Babatan,"Rp 1,25M","Pakuwon Indah, RW 09, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-9e914a9038fe-9ca2-984739ad-abe2-4102
Apartemen Dijual di Ciputat,Rp 650Jt,"Ciputat, Ciputat, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-aa8303cafa60-4616-19cd1ac-906d-7a62
Apartemen Dijual di Pantai Indah Kapuk 2,Rp 475Jt,"Muara, Pantai Indah Kapuk 2, Muara, Teluknaga, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a13c61a81e60-a212-19c7551-a905-711b
Apartemen Dijual di Pulo Gadung,Rp 430Jt,"RW 02, Pulo Gadung, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-19170f99645c-b4a8-19daa4a-9eef-7c35
Apartemen Dijual di Serpong,Rp 375Jt,"Apartement Akasa Serpong, Lengkong Gudang Timur, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-501a7a644742-c6a9-19cd0ef-b05b-72ff
Apartemen Dijual di Cilandak,"Rp 1,60M","RW 01, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-bae5a9c6860e-d160-19c220d-bb30-7996
Apartemen Dijual di Cilandak,"Rp 1,70M","RW 01, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4a563bfb59a3-d534-19cd1fe-908f-7daf
Apartemen Dijual di Pancoran,Rp 350Jt,"RW 01, Pengadegan, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f8639e7ad453-f946-19cf527-be86-7464
Apartemen Dijual di Bumi Serpong Damai,"Rp 3,50M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-384735c10ee7-99af-19e40c5-a0c3-7959
Apartemen Dijual di Cicendo,Rp 620Jt,"Klaster Gunung Batu 117, Sukaraja, Cicendo, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-c4625ca2433-f1a2-19cb338-84bf-7719
Apartemen Dijual di Jagakarsa,Rp 500Jt,"RW 01, Lenteng Agung, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4785ffd43023-edf7-19c8f53-b84e-7b1c
Apartemen Dijual di Penjaringan,"Rp 1,45M","RW 05, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b0be5983b86f-27ef-19e4b7b-ae8f-7f81
Apartemen Dijual di Bekasi,Rp 975Jt,"Rawa Panjang, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-f71028d1bb85-7e0b-19c9877-b8cf-745a
Apartemen Dijual di Summarecon Bekasi,Rp 535Jt,"Summarecon Bekasi, Rawa Bugel, Summarecon, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-865cbd303678-5272-19c40e9-8caf-7ae5
Apartemen Dijual di Pantai Indah Kapuk,Rp 240Jt,"Pantai Indah Kapuk, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-cepat-apartemen-tokyo-riverside-pik-2-studi-174288761770/
Apartemen Dijual di Bekasi,Rp 750Jt,"Pakuwon Mall, Rawa Panjang, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-eddd6138aee2-4623-19c9869-b741-78c6
Apartemen Dijual di Kalideres,Rp 550Jt,"RW 09, Kalideres, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4c1eacace907-9a38-19c89d5-8564-77d8
Kondominium Dijual di Margajaya,"Rp 1,75M","Summarecon Bekasi, Rawa Bugel, Margajaya, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-565215361429-e803-19e4f88-9057-72d0
Apartemen Dijual di Grogol Petamburan,Rp 320Jt,"RW 01, Jelambar Baru, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a649ce73ec22-2026-19dbe47-acad-74f1
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,10M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-b91d0ca77804-e53b-f1d4c525-8e31-420c
Apartemen Dijual di Parigi,Rp 735Jt,"Parigi Lama, Pondok Aren, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-717b97b4fd91-f66f-19ce666-89ed-7668
Apartemen Dijual di Beji,Rp 450Jt,"Kukusan, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-dd88c985806d-3d9e-19c8962-be09-76cf
Apartemen Dijual di Babatan,Rp 675Jt,"Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-7f7a460fc487-5f3a-ba473a0-9e0e-4116
Apartemen Dijual di Bekasi,Rp 600Jt,"Meikarta, Jayamukti, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-5ab3b2fa2303-e1a5-19d48b1-a376-70de
Apartemen Dijual di Penjaringan,"Rp 1,15M","RW 05, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f79cb9b7ee95-ec38-19e4b24-a83b-7516
Apartemen Dijual di Kalisari,Rp 375Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-d297909149a0-9f74-b009b8b1-8e8a-4882
Apartemen Dijual di Sukarasa,Rp 550Jt,"Sukarasa, Tangerang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-49cdd77fb5f0-d049-19d99c7-8231-78fb
Apartemen Dijual di Menteng Dalam,"Rp 6,20M","RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-184803c8b14d-86f9-19dd275-a6d9-8028
Apartemen Dijual di Cipayung,Rp 500Jt,"RW 05, Pondok Ranggon, Cipayung, Jakarta Timur, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-c2ab7eeabdb2-f642-19c6518-8ad9-71e4
Apartemen Dijual di Jemur Wonosari,Rp 850Jt,"RW 03, Jemur Wonosari, Wonocolo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-c48bb7314971-22a1-26cc0db5-8b67-4436
Apartemen Dijual di Kebayoran Baru,"Rp 8,70M","Blok P, Pulo, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c6b94af1ff08-28ce-e03752d2-8508-46fa
Apartemen Dijual di Babatan,Rp 800Jt,"Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-401a4548b0a4-3980-c5b88740-8e78-4a71
Apartemen Dijual di Beji,Rp 650Jt,"Pondok Cina, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-179e7b35243a-a429-19d99ea-a951-7fda
Apartemen Dijual di Petemon,Rp 300Jt,"RW 01, Petemon, Sawahan, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-6603dbaebb18-b07e-39c09bff-a2f2-481c
Apartemen Dijual di Cibitung,Rp 430Jt,"MM2100 Industrial Town, Gandamekar, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-98b037790111-1e08-19d9abd-8f17-7499
Apartemen Dijual di Bumi Serpong Damai,Rp 650Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-da99780948f3-ac97-44165853-ab8a-4a43
Apartemen Dijual di Pancoran,Rp 249Jt,"RW 07, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/2-kamar-shm-apartemen-kalibata-city-174455749714/
Apartemen Dijual di Alam Sutera,Rp 680Jt,"Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-59c3c9102223-88de-296582cf-add9-48bf
Apartemen Dijual di Bumi Serpong Damai,Rp 525Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-cbd34978efe0-b685-19d4d01-8914-76c4
Apartemen Dijual di Bekasi,Rp 350Jt,"Meikarta, Jayamukti, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-9bf4030fc7a8-f7e0-19c7542-a366-73bd
Apartemen Dijual di Ancol,"Rp 1,69M","RW 10, Ancol, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/jual-cepat-unit-apartemen-ancol-mansion-jakarta-ut-17374283731/
Apartemen Dijual di Kelapa Gading,"Rp 1,30M","RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-66edddef9479-2970-19c88eb-abcc-77b7
Apartemen Dijual di Kelapa Gading,"Rp 2,65M","RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-616281c2231f-5650-19cc281-bfd3-7f66
Apartemen Dijual di Mulyorejo,Rp 550Jt,"Wisma Permai, RW 05, Mulyorejo, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-f41bd1457dc9-805c-d7862648-89ea-4063
Apartemen Dijual di Menteng Dalam,"Rp 4,60M","RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-30d54d1929b3-1c9a-19dd26d-9155-7285
Apartemen Dijual di Penjaringan,Rp 400Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5d7b777bb2f0-3ce5-19d485c-a62b-789d
Apartemen Dijual di Kuningan,Rp 21M,"RW 01, Setiabudi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f62c89141135-53b-9cd61aa7-a71b-432d
Apartemen Dijual di Tapos,Rp 365Jt,"Podomoro Golf View, Tapos, Tapos, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-5ce19820043e-770a-19cae12-8aec-7997
Apartemen Dijual di Kembangan,Rp 270Jt,"RW 05, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-24b07dea2cc3-29cb-6fb1832c-9a86-4462
Apartemen Dijual di Bumi Serpong Damai,Rp 610Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-c02ac45786f4-1fce-19db3b0-b6fe-7446
Apartemen Dijual di Cengkareng,Rp 250Jt,"RW 13, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1d810dbf249a-2fb-d03b94b2-8632-42f1
Apartemen Dijual di Bekasi Selatan,Rp 800Jt,"Taman Century 1, Pekayon, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-573cca03a861-c97f-19c7050-8906-737a
Apartemen Dijual di Lontar,Rp 675Jt,"RW 01, Lontar, Sambikerep, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-3e702bf7b675-546f-97bc267a-a35b-4c08
Apartemen Dijual di Bumi Serpong Damai,Rp 650Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-b17a5b4bf5b4-4f38-db65d92f-8720-4203
Apartemen Dijual di Bumi Serpong Damai,Rp 5M,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-e234b84aca40-76cc-84e05054-8d1b-44a5
Apartemen Dijual di Cimone Jaya,Rp 500Jt,"Cimone Jaya, Karawaci, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-f24ad7bfad6e-e556-19d76f1-a814-73e2
Apartemen Dijual di Babatan,Rp 600Jt,"Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-d0673d75a05c-bc3c-c916a519-87d5-4a79
Apartemen Dijual di Kayu Putih,Rp 960Jt,"RW 16, Kayu Putih, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c8a0184b7b19-db8d-b02c423b-b087-476d
Apartemen Dijual di Beji,"Rp 1,20M","Pondok Cina, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-2eee731a113d-c05a-db083b63-a08b-4101
Apartemen Dijual di Bojong Nangka,Rp 330Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-afe2e15c3ae9-60a4-ac0024-9e6f-4ed9
Apartemen Dijual di Grogol Petamburan,"Rp 2,10M","RW 07, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2e392f4f5a69-6d9b-22736ccf-8879-48fc
Apartemen Dijual di Senen,"Rp 1,60M","RW 03, Senen, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1039c104e195-9e68-19c2e0a-a8cb-7c9a
Apartemen Dijual di Kebon Melati,"Rp 6,50M","RW 07, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-63639485ac06-a54c-a125255e-a4d1-4dbc
Apartemen Dijual di Cinere,Rp 230Jt,"Cinere, Cinere, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-79887f003382-99ae-dd4d555a-b9ad-49c2
Apartemen Dijual di Kalisari,Rp 270Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-94ee41c38a65-db0d-fcca7e9f-bfb8-4e79
Apartemen Dijual di Cakung,Rp 400Jt,"RW 06, Pulo Gebang, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4136af4d2a5a-b7e0-62c27776-a25a-4c0a
Apartemen Dijual di Lontar,Rp 525Jt,"RW 01, Lontar, Sambikerep, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-6ca847f1b486-adbb-60680375-aef8-480e
Apartemen Dijual di Karet Semanggi,"Rp 1,50M","RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5027d0fd943-bd84-59d02eb0-bd3d-4a43
Apartemen Dijual di Gayungan,Rp 450Jt,"RW 02, Gayungan, Gayungan, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-bee9e780a201-29d0-6f51a737-9c4e-4eed
Apartemen Dijual di Cilandak,"Rp 1,60M","RW 07, Lebak Bulus, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-84e018495fa6-102c-19c1d49-9793-7720
Apartemen Dijual di Tanah Sareal,Rp 550Jt,"Cibadak, Tanah Sareal, Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-a9c7f885d144-1b36-709facc2-8e6b-449c
Apartemen Dijual di Kelapa Gading,Rp 850Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-apartemen-paladian-park-tower-c-kelapa-gadi-172457531680/
Apartemen Dijual di Cibogo,Rp 250Jt,"Cibeulut, Cibogo, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-b0187d511a7e-7df8-19d6c8a-9230-7182
Apartemen Dijual di Petemon,Rp 200Jt,"RW 01, Petemon, Sawahan, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-73e1c47eb7b2-daef-5d940179-9c9c-4ab7
Apartemen Dijual di Penjaringan,Rp 265Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-51ba590cf3c5-bae4-19d4856-bbf4-779c
Apartemen Dijual di Cilandak,"Rp 1,30M","RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-378303064e10-4d6c-c91d308b-a4ec-4db0
Apartemen Dijual di Cibitung,Rp 450Jt,"MM2100 Industrial Town, Gandamekar, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-b74dba2ed19e-d569-a1fc5b55-9ce1-4202
Apartemen Dijual di Dukuh Pakis,Rp 550Jt,"RW 06, Gunungsari, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-f5435522e9e9-7af6-2c493b1a-95fd-4948
Apartemen Dijual di Embong Kaliasin,"Rp 1,40M","RW 01, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-48417024d7f4-b968-2f97ca80-b555-4053
Apartemen Dijual di Kembangan,Rp 280Jt,"RW 07, Srengseng, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c705b908eb74-740b-6c019042-bfc9-4491
Apartemen Dijual di Bekasi Utara,Rp 435Jt,"Rawa Bugel, Perwira, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-7146ac7c33f7-3cec-19e4efc-967a-77ff
Apartemen Dijual di Karet Semanggi,Rp 63Jt,"RW 04, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-936393f00695-b726-8b1f2d68-bef3-473f
Apartemen Dijual di Dukuh Pakis,"Rp 4,20M","Graha Famili, RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-8d9a4d0f393e-9003-866dc427-83d4-4e12
Apartemen Dijual di Dukuh Pakis,"Rp 5,45M","Bukit Darmo, RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-a8e49f116c52-e6c5-4036081-8a09-495a
Apartemen Dijual di Cengkareng,Rp 385Jt,"RW 04, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a80387a4c4e1-f47-40997e12-b18b-42dc
Apartemen Dijual di Cengkareng,Rp 298Jt,"RW 04, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f9aaef898cfa-404-df8721ef-9ddc-4dad
Apartemen Dijual di Mampang Prapatan,"Rp 2,18M","RW 10, Pela Mampang, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a4cb5daf74a-801e-9a9d2768-8c91-4695
Apartemen Dijual di Pancoran,Rp 1M,"RW 05, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b395e0f369c1-f00f-19e9202-8f4a-7507
Apartemen Dijual di Pancoran,Rp 800Jt,"RW 05, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-af88fc004e7f-f157-19e91f0-8e43-743b
Apartemen Dijual di Beji,"Rp 2,50M","Pondok Cina, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-20602f9977c7-c2be-19f11ce-9525-743e
Apartemen Dijual di Cirebon,"Rp 1,30M","Kedungjaya, Kabupaten Cirebon, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-6aa564e96448-2636-19d5d04-8216-7443
Apartemen Dijual di Cirebon,"Rp 1,35M","Kedungjaya, Kabupaten Cirebon, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-2a97d6d706b1-bca2-19d5cf6-9139-77aa
Apartemen Dijual di Citraland,"Rp 1,50M","Citraland, RW 03, Made, Sambikerep, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-c91576328772-f356-19b1225-954a-739c
Apartemen Dijual di Karet Kuningan,Rp 6M,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4a3faafac200-7608-19a5a04-b014-7460
Apartemen Dijual di Serpong,"Rp 2,30M","Cadasmampar, Serpong, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-apartemen-yukata-suites-2br-full-furnished-175292418257/
Apartemen Dijual di Medokan Ayu,Rp 300Jt,"RW 11, Medokan Ayu, Rungkut, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-8c54fae7dc9c-6f31-8815ebba-ae81-4ed6
Apartemen Dijual di Genteng,"Rp 1,35M","RW 08, Ketabang, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-a4391f1ad4c8-52fd-db289435-8261-49e6
Apartemen Dijual di Mulyorejo,Rp 450Jt,"Pakuwon City, RW 03, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-3fe021a3829a-247d-f429cfc-b1f5-4160
Apartemen Dijual di Keputih,Rp 260Jt,"RW 08, Keputih, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-3b653d7a7c31-ded9-99e17985-b920-4307
Apartemen Dijual di Dukuh Pakis,Rp 4M,"RW 06, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/1927-dijual-apartement-the-rosebay-tower-h-by-grah-175122455555/
Apartemen Dijual di Siwalankerto,Rp 375Jt,"RW 01, SiwalanKerto, Wonocolo, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/1906-dijual-apartement-the-square-surabaya-174966930650/
Apartemen Dijual di Gayungan,Rp 675Jt,"RW 04, Ketintang, Gayungan, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/1833-dijual-apartemen-aryaduta-cito-surabaya-selat-173411728734/
Apartemen Dijual di Jemur Wonosari,Rp 400Jt,"RW 10, Jemur Wonosari, Wonocolo, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/1922-apartemen-the-city-square-margorejo-wonocolo-175070703953/
Kondominium Dijual di Kelapa Dua,Rp 800Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a287cb07ace4-d8e9-19db021-999a-79c5
Apartemen Dijual di Kebon Melati,"Rp 1,20Jt","RW 09, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d168af63a359-6559-19d7115-ac5b-7e54
Apartemen Dijual di Kebon Melati,Rp 950Jt,"Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-cfaf00ac816d-3875-19e8691-af83-729d
Apartemen Dijual di Pantai Indah Kapuk,Rp 480Jt,"Pantai Indah Kapuk, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/apartemen-siap-huni-harga-murah-175852536171/
Apartemen Dijual di Bumi Serpong Damai,Rp 860Jt,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-50a92c1664bf-d884-19e4f39-9bf5-74f2
Apartemen Dijual di Bumi Serpong Damai,Rp 850JtProperti sitaan,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-113d6dfec944-f24-19eb097-92b3-7831
Apartemen Dijual di Bumi Serpong Damai,Rp 750JtProperti sitaan,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-6faa258e092-4925-19eb0a0-b428-7e45
